Area_Numbe,Num_Homes,Growth_Std,Growth_Mean,Sales_Price_Std,Sales_Price_Mean,Black_Percentage,Population,Male_Proportion,Female_Proportion,Hispanic_Percentage,White_Percentage,Asian_Percentage,Income_Per_Capita,Poverty_Percentage
37,657,3523.610369180725,306.63147333698066,101512.67588085948,184184.84794167482,8.700000000000001,4533.0,0.46348996249724245,0.5365100375027576,5.3999999999999995,83.70000000000002,1.0,29308.0,12.400000000000004
39,324,3731.0052146324665,-477.72947830587214,100506.6690725608,152694.9339382746,8.200000000000003,5691.0,0.43437005798629413,0.5656299420137059,2.5,82.60000000000002,2.6,34981.0,9.5
83,108,11131.536845918707,9576.847618432523,148264.16171163527,660523.753132716,4.716666666666667,4797.398148148148,0.498325674217699,0.501674325782301,5.414814814814815,83.68518518518522,3.975000000000002,38945.648148148146,14.348148148148145
26,343,4713.442889436494,1359.6193370564367,126094.9094883647,221993.84566875215,5.5,3242.0,0.5237507711289328,0.47624922887106724,7.8,79.55000000000004,4.850000000000001,38373.0,16.599999999999994
38,835,4575.411365195879,1189.0924378926236,122852.94570770627,196827.71495072584,7.104191616766469,5888.902994011976,0.4483545017381723,0.5516454982618277,2.5876646706586826,84.00263473053893,2.7095808383233537,36141.241916167666,10.113652694610778
27,355,5317.905143326778,3719.74430254043,137091.36905816407,279993.1382801252,3.2,6594.0,0.4913557779799818,0.5086442220200182,2.8999999999999986,89.0,3.1000000000000014,40275.0,12.3
28,213,4954.482727641608,3477.4054583051693,112177.96364583024,281358.77414149826,5.5,3242.0,0.5237507711289328,0.47624922887106724,7.799999999999999,79.55000000000003,4.8500000000000005,38373.0,16.599999999999994
83,108,11131.536845918707,9576.847618432523,148264.16171163527,660523.753132716,4.716666666666667,4797.398148148148,0.498325674217699,0.501674325782301,5.414814814814815,83.68518518518522,3.975000000000002,38945.648148148146,14.348148148148145
51,767,4197.933645508723,-1109.5419923788318,80359.196834668,163321.41643773334,9.10547588005215,2668.2425032594524,0.4907131150985418,0.5092868849014581,13.857235984354629,66.86571056062581,5.483963494132986,24055.57887874837,21.550586701434163
59,0,,,,,,,0.0,0.0,,,,,
73,808,2909.860725078865,-1169.4341405350926,86716.41768769536,163939.0398484135,12.837623762376241,4053.232673267327,0.4296375097251552,0.5703624902748448,9.24207920792079,66.85396039603962,6.024257425742575,27847.02475247525,19.690099009900994
59,0,,,,,,,0.0,0.0,,,,,
49,277,7521.467799950638,1763.3432074143745,108506.19844103832,295179.7870704073,0.3,9675.0,0.5207235142118863,0.4792764857881137,3.8000000000000007,90.0,3.0,47017.0,2.1999999999999993
48,1056,3507.9352706799846,-1029.1689552128407,70447.92793396255,179767.53021148287,11.123153409090913,3770.4857954545455,0.47647510456136966,0.5235248954386303,7.658380681818182,66.53323863636365,9.984375,26316.74431818182,19.214914772727273
81,386,3512.8063687137096,-510.3451392384767,72810.96723468644,197605.14672855794,12.900000000000004,4046.0,0.4290657439446367,0.5709342560553633,9.299999999999999,66.60000000000001,6.1000000000000005,27825.0,19.800000000000004
77,204,3882.6928165925947,-1841.198692727297,61536.178133779424,163699.44469584,11.150000000000006,3774.0,0.4764175940646529,0.5235824059353471,7.65,66.5,10.0,26267.0,19.25
72,188,6750.31193260512,-464.6792507516865,99890.90912743735,195432.19382978725,11.150000000000004,3774.0,0.4764175940646529,0.5235824059353471,7.65,66.5,10.0,26267.0,19.25
59,0,,,,,,,0.0,0.0,,,,,
45,583,5112.25764400771,-985.6672935518532,79273.9277941748,191421.69750604205,14.325214408233279,3594.993138936535,0.4799518674962939,0.5200481325037061,8.01509433962264,62.78267581475128,10.154888507718697,25457.3756432247,20.632933104631217
79,54,7262.856636028328,11580.12553130444,133720.84218587412,786337.4444444444,21.985185185185188,2666.0,0.5053346670000833,0.49466533299991666,7.494444444444445,56.77777777777774,8.70185185185185,26355.12962962963,21.6
79,54,7262.856636028328,11580.12553130444,133720.84218587412,786337.4444444444,21.985185185185188,2666.0,0.5053346670000833,0.49466533299991666,7.494444444444445,56.77777777777774,8.70185185185185,26355.12962962963,21.6
54,213,4097.271026742667,-344.8393101226816,77631.2492306824,221782.5138002957,25.431455399061033,2959.169014084507,0.49595194692076666,0.5040480530792333,9.264788732394363,49.83802816901409,10.661032863849766,22681.075117370892,25.423943661971833
5,546,7281.583293259568,-63.42022217664578,66228.54064361937,204515.51175183512,15.975824175824174,5110.736263736264,0.44508328728361113,0.5549167127163889,22.55421245421245,44.835714285714275,8.366117216117217,28932.983516483517,26.9507326007326
30,230,3642.9614225205405,-291.70784980352516,107185.63135539913,213923.09650324294,11.900000000000006,1894.0,0.4989440337909187,0.5010559662090813,9.599999999999996,75.5,1.0999999999999996,35180.0,22.30000000000001
78,119,7286.360758693577,8699.138015020566,143354.22435548992,551345.9895429111,10.584033613445381,1968.420168067227,0.5057461941069492,0.4942538058930508,9.327731092436972,76.1352941176471,1.6445378151260495,35000.75630252101,20.62100840336134
82,100,9630.494885545415,12540.809428674189,156024.36112778654,787670.4753623188,1.699999999999999,2537.0,0.5065037445802129,0.49349625541978714,10.599999999999996,78.2,4.5,43777.0,6.9
25,51,8229.369123345758,2065.968038150194,179516.76329845126,271420.03688141925,1.2000000000000002,4250.0,0.4792941176470588,0.5207058823529411,3.8000000000000007,89.89999999999998,1.5,42645.0,24.2
23,21,10788.158451196068,3299.7918389581946,141551.4640287984,259674.95265306128,0.9999999999999997,4828.0,0.5216790941728804,0.47832090582711956,5.499999999999998,81.73333333333336,9.066666666666666,19753.0,61.400000000000006
24,59,9610.406165680672,6488.685122949713,426569.9710829653,483991.0946056063,1.9457627118644067,4723.093220338983,0.4855622841250617,0.5144377158749384,4.219491525423729,84.95932203389832,6.021186440677967,22601.694915254237,44.475423728813546
68,62,5471.6874311908905,1526.0344663901283,99950.68706628497,222393.75629800308,2.7741935483870983,6600.564516129032,0.6220973279411585,0.3779026720588415,9.330645161290322,78.11612903225802,7.849999999999997,27055.935483870966,34.28870967741936
66,0,,,,,,,0.0,0.0,,,,,
22,18,6081.450951673005,2300.5954122979183,103684.6858616449,341837.4592592593,5.7333333333333325,5163.888888888889,0.5237869822485207,0.4762130177514793,3.2777777777777777,76.82222222222221,10.51111111111111,12475.666666666666,73.91111111111113
4,336,6618.280264720867,-765.7848341433055,79482.81272566825,301282.9649346608,16.900000000000006,5242.0,0.4864555513162915,0.5135444486837085,19.900000000000006,57.2,3.3,26494.0,23.900000000000006
5,546,7281.583293259568,-63.42022217664578,66228.54064361937,204515.51175183512,15.975824175824174,5110.736263736264,0.44508328728361113,0.5549167127163889,22.55421245421245,44.835714285714275,8.366117216117217,28932.983516483517,26.9507326007326
52,88,3618.5879798233277,-2867.628276426112,80427.39761844027,158642.4614676159,17.300000000000004,6935.0,0.593943763518385,0.406056236481615,29.1,33.300000000000004,14.7,15794.0,32.39999999999999
78,119,7286.360758693577,8699.138015020566,143354.22435548992,551345.9895429111,10.584033613445381,1968.420168067227,0.5057461941069492,0.4942538058930508,9.327731092436972,76.1352941176471,1.6445378151260495,35000.75630252101,20.62100840336134
111,624,15414.833541486256,5260.445297606001,46450.58188192597,360251.1485239496,3.653285256410256,4412.6057692307695,0.4784551543400209,0.521544845659979,5.246874999999999,77.93661858974359,9.479326923076924,58505.23878205128,3.691105769230769
107,810,7322.226061185145,2955.2227016010925,42590.04348464306,292608.4981851852,3.9442592592592596,9385.058641975309,0.49380526375158307,0.5061947362484169,2.8754938271604935,83.66808641975308,7.062283950617285,46124.707407407404,3.2775308641975305
107,810,7322.226061185145,2955.2227016010925,42590.04348464306,292608.4981851852,3.9442592592592596,9385.058641975309,0.49380526375158307,0.5061947362484169,2.8754938271604935,83.66808641975308,7.062283950617285,46124.707407407404,3.2775308641975305
