Parcel,XCoord,YCoord,Total_Assessment
71015111140,845020.2345,481546.71,206300
71015111158,845085.5155,481504.2747,195100
71015111166,845148.9072,481462.5237,234200
71015111174,845210.2778,481422.5514,196700
71015111182,845272.78,481381.6623,223300
71015111190,845336.1901,481337.0482,216200
71015111207,845403.6184,481303.5613,200000
71015111215,845483.6633,481308.4055,205600
71015111223,845568.2559999999,481308.3555,220300
71015111231,845562.135,481421.68200000003,190900
71015111249,845468.4183,481430.57,227300
71015111257,845386.9859,481460.8537,216100
71015111265,845312.1653,481512.12799999997,237200
71015111273,845270.3017,481586.6605,237000
71015111281,845179.6875,481579.2029,208100
71015111299,845100.0999,481618.4153,243600
71015111306,845017.9245,481668.0829,231800
71015111314,844997.6025,481774.6393,249800
71015111322,845070.4233,481823.7433,186000
71015111330,845172.6137,481796.021,203100
71015111348,845249.7963,481781.191,225400
71015112015,845857.9079999999,481896.0367,204800
71015112023,845778.0618,481895.3523,224100
71015112031,845703.7704,481893.7301,203500
71015112049,845843.87,481693.8563,235900
71015112057,845844.2659,481527.5247,220100
71015112065,845844.1974,481444.5265,275700
71015112073,845844.4895,481368.94899999996,217800
71015112081,845843.6089,481294.3791,229400
71015112099,845729.5886,481295.9625,220100
71015112106,845728.9547,481379.5446,203200
71015112114,845728.4872,481457.8464,190600
71015112122,845727.9493,481542.3698,251000
71015112130,845727.6284,481624.3184,193100
71015112148,845726.8295,481696.1427,195700
71015112156,845726.5759999999,481774.2382,226100
71015112164,845843.7389,481777.3223,197700
71015112172,845843.9153,481610.5136,187800
71015113013,845561.7828,481911.0945,200800
71015113021,845477.1183,481912.6166,268000
71015113039,845392.5888,481913.6801,213100
71015113047,845412.4846,481817.083,217000
71015113055,845414.3952,481740.4691,191000
71015113063,845444.573,481658.6199,195700
71015113071,845544.0132,481593.6187,212900
71015113089,845548.4587,481679.6708,191700
71015113097,845544.8084,481750.7422,188100
71015113104,845540.8719,481818.4222,211200
71015114011,845864.7843,481130.6325,203100
71015114029,845791.7284,481130.8164,206500
71015114037,845722.4472,481128.9554,189500
71015114045,845652.5292,481127.583,211300
71015114053,845582.8559999999,481126.6554,200100
71015114061,845514.3172,481124.9508,186100
71015114079,845445.712,481123.9684,199900
71015114087,845375.9004,481126.7757,260900
71015114095,845309.2229,481137.695,227000
71015114102,845238.5428,481157.2366,215000
71015114110,845164.6711,481132.0365,190600
71015114128,845089.9374,481112.8063,195100
71015114136,845016.8891,481109.5633,218900
71015114144,844943.0963,481108.0445,199500
71015114152,844870.4404,481105.9843,191300
71015114160,844795.8826,481100.6223,238300
71015114178,844697.8579,481103.227,265100
71015114186,844665.5962,481187.6418,229700
71015114194,844669.8623,481309.9201,270200
71015114201,844748.6132,481356.8739,236800
71015114219,844845.4925,481327.9656,233100
71015114227,844932.2555,481265.4347,237700
71015114235,845086.9121,481285.5776,201500
71015114243,845018.0809,481337.7524,259500
71015114251,844956.8608,481379.5744,255000
71015114269,844894.5878,481422.0451,200900
71015114277,844820.3840000001,481459.8281,190000
71015114285,844723.7116,481485.064,207500
71015114293,844692.0814,481563.7404,204200
71015114300,844685.3114,481652.3367,203400
71015114318,844690.5157,481730.9931,246800
71015114326,844690.3933,481801.4981,196800
71015114334,844690.3729,481874.5635,242600
71015114342,844687.5464,481947.5683,196700
71015115019,846028.8803,482275.4208,208200
71015115027,846113.8842,482283.1078,222000
71015115035,846194.4819,482287.4376,221100
71015115043,846275.6277,482290.98799999995,216100
71015115051,846355.7021,482292.3142,210500
71015115069,846435.7159999999,482293.7877,231800
71015115077,846515.2576,482295.38200000004,213800
71015115085,846594.8549,482296.9201,199800
71015115093,846680.4226,482298.3731,203500
71015115100,846657.0229999999,482194.7587,204500
71015115118,846644.5208,482118.7976,211200
71015115126,846609.0325,482038.7422,209300
71015115134,846536.0297,482137.0065,243400
71015115142,846455.7388,482163.38200000004,248800
71015115150,846361.2065,482164.977,188100
71015115168,846274.3963,482156.8481,189400
71015115176,846190.2368,482139.7689,238300
71015115184,846108.1727,482123.4663,207500
71015115192,846026.3819,482123.5443,267300
71015116017,847152.3988,482312.6931,204600
71015116025,847061.9052,482312.4346,227300
71015116033,846964.9933,482291.1632,212200
71015116041,846854.1624,482328.2112,210300
71015116059,846852.8484,482246.93,195700
71015116067,846849.7946,482160.0281,215800
71015116075,846833.2406,482075.3413,227000
71015116083,846804.5154,481994.5625,209000
71015116091,846748.9274,481912.9509,222300
71015116108,846804.1052,481834.3492,226600
71015116116,846820.5996,481742.8617,211200
71015116124,846829.4377,481660.0233,213300
71015116132,846838.1123,481580.5843,243000
71015116140,846847.3041,481501.0995,236700
71015116158,846856.0567,481421.4723,217600
71015116166,846862.6433,481337.9102,240900
71015116174,846881.8174,481241.3202,215800
71015116182,846972.2635,481160.6406,233200
71015116190,846993.9611,481252.5956,251400
71015116207,846992.2638,481328.9957,256400
71015116215,846987.4476,481403.4208,303000
71015116223,846980.3259999999,481476.9701,240000
71015116231,846973.8570000001,481550.6074,225400
71015116249,846967.1069,481625.4216,216200
71015116257,846960.203,481701.7383,218900
71015116265,846951.089,481776.3333,233000
71015116273,846938.2448,481852.5109,224300
71015116281,846932.7424,481932.8788,248900
71015116299,846956.7338,482013.6338,245900
71015116306,846982.5681,482094.9564,237000
71015116314,847024.2126,482162.2979,260700
71015116322,847094.6504,482214.3707,239900
71015117023,846908.62,480702.0444,243800
71015117031,847015.1736,480663.6234,270200
71015117049,847082.5894,480738.851,238500
71015117057,847091.9942,480850.414,224300
71015117065,847114.3299,480935.3413,327500
71015117073,847136.2824,481015.7014,207900
71015117081,847157.0983,481093.794,231200
71015117099,847172.0407,481175.5945,236900
71015117106,847177.5959,481258.773,278700
71015117114,847178.0125,481337.3947,279800
71015117122,847176.6126,481414.4488,252100
71015117130,847172.2298,481490.6552,215000
71015117148,847164.6888,481565.3002,294200
71015117156,847156.8916,481639.6307,213800
71015117164,847149.8531,481713.7672,237200
71015117172,847143.5634,481789.3519,213200
71015117180,847137.0127,481864.8297,256100
71015117198,847137.0208,481939.5646,214500
71015117205,847166.526,482009.4021,210300
71015117213,847213.2479,482067.6883,240900
71015117221,847254.2241,482124.55299999996,298700
71015117239,847298.53,482186.5079,294200
71015117247,847331.8039,482257.0412,265600
71015118013,846855.9469,480812.7811,235300
71015118021,846873.58,480904.028,218800
71015118039,846941.8691,480987.549,220600
71015118047,846846.281,481020.084,238500
71015118055,846775.923,481079.7212,204700
71015118063,846723.0914,481155.585,210900
71015118071,846688.2082,481243.1822,211200
71015118089,846675.9154,481334.9091,200100
71015118097,846666.8109,481422.8045,190500
71015118104,846656.7893,481508.9432,217700
71015118112,846646.205,481592.5765,203600
71015118120,846641.4128,481676.1729,239600
71015118138,846622.1679,481780.1994,246500
71015118146,846539.812,481718.2575,237900
71015118154,846466.0953,481669.7419,246900
71015118162,846394.8515,481613.1404,263600
71015118170,846361.6112,481522.1249,228800
71015118188,846504.9229,481561.0111,249000
71015118196,846549.0771,481488.4078,213700
71015118203,846559.87,481367.1976,208800
71015118211,846488.4047,481319.5052,232400
71015118229,846365.4813,481354.286,208900
71015118237,846369.3975,481271.3253,201900
71015118245,846369.0025,481184.8111,206300
71015118253,846491.1998,481224.2736,225800
71015118261,846584.5233,481177.3933,223300
71015118279,846609.6491,481054.4264,284900
71015118287,846493.3395,480986.7735,242200
71015118295,846370.9047,481028.6812,272000
71015118302,846373.7992,480944.8905,208100
71015119011,846345.7377,481825.2909,242600
71015119029,846427.7759,481858.6339,224600
71015119037,846499.7345,481924.638,234000
71015119045,846396.0114,481974.8632,206000
71015119053,846311.7179,481957.211,224100
71015119061,846235.0595,481931.8497,253700
71015119079,846158.9456,481896.8912,232200
71015119087,846046.9995,481941.5971,191400
71015119095,846050.8682,481864.499,208500
71015119102,846074.6369,481789.6168,203600
71015119110,846061.9496,481718.2426,221700
71015119128,846051.6837,481642.5348,223300
71015119136,846051.9058,481567.8511,224200
71015119144,846052.9561,481492.7299,222100
71015119152,846053.4748,481417.9484,214600
71015119160,846053.5645,481343.2419,194400
71015119178,846054.6140000001,481268.3672,206600
71015119186,846055.0872,481193.7622,210900
71015119194,846055.7652,481119.3086,225900
71015119285,846186.0569,480832.9805,211600
71015119293,846184.7093,480904.8179,250600
71015119300,846185.1494,480976.7761,213300
71015119318,846185.3619,481050.1453,245500
71015119326,846185.6924,481123.1251,227800
71015119334,846184.8097,481194.9599,196400
71015119342,846184.9494,481266.4706,235800
71015119350,846184.1377,481338.0813,210900
71015119368,846183.7831,481410.1665,230800
71015119376,846183.4008,481482.2006,224300
71015119384,846180.0871,481558.5125,258300
71015119392,846185.6861,481640.7402,230000
71015119409,846218.6563,481714.7366,249200
71015119417,846266.3698,481784.4531,227000
71015200919,842690.3482,482157.7645,138900
71015200927,842660.4715,481875.9583,197000
71015201016,844678.5545,482449.9459,197000
71015201024,844678.4488,482541.4227,185100
71015201032,844678.3329,482627.1396,242400
71015201040,844677.9571,482710.67799999996,215200
71015201058,844677.5518,482795.5337,200300
71015201066,844677.5598,482879.3249,202400
71015201074,844677.1918,482963.6612,224100
71015201082,844676.7752,483048.0514,194100
71015201090,844676.7370000001,483131.6788,241600
71015201107,844676.1851,483215.9505,190100
71015201115,844676.1202,483300.1614,188600
71015201123,844675.8044,483383.7978,207600
71015201131,844675.547,483467.745,253100
71015201149,844675.3051,483551.9469,204900
71015201157,844674.2494,483635.6232,249800
71015201165,844544.6343,483619.2294,277100
71015201173,844545.2109999999,483522.8913,296800
71015201181,844546.2389,483443.8034,277000
71015201199,844550.1446,483359.526,274000
71015201206,844547.2469,483269.8892,291800
71015201214,844533.9237,483179.6503,302900
71015201222,844468.9151,483125.8175,311900
71015201230,844373.6952,483093.0754,288900
71015201248,844308.2653,483046.11,277800
71015201256,844242.5264,482999.8487,296700
71015201264,844179.1456,482945.7445,345500
71015201272,844152.191,482870.0727,278200
71015201280,844138.4054,482771.1301,303700
71015201298,844238.2094,482773.1934,245700
71015201305,844341.7924,482787.2598,338700
71015201313,844309.8586,482888.2407,278800
71015201321,844369.0586,482963.7555,333600
71015201339,844472.93,483010.7894,310300
71015201347,844557.4932,482969.6777,330500
71015201355,844557.2712,482835.8074,360100
71015201363,844548.6256,482722.5693,320800
71015201371,844506.5692,482635.4851,354700
71015201389,844405.1691,482597.6799,336600
71015201397,844312.4158,482591.2366,295300
71015201404,844229.4619,482591.3857,335600
71015201412,844136.8631,482589.0143,382000
71015201420,844140.4346,482465.0474,270500
71015201438,844233.1776,482465.1755,220000
71015201446,844319.6359999999,482466.0998,283000
71015201454,844403.3005,482466.2614,244000
71015201462,844484.8041,482473.5039,227500
71015201470,844568.8769,482486.7448,286000
71015202014,843527.3579,483602.3243,209000
71015202022,843526.2523,483523.7164,253300
71015202030,843526.6824,483445.8798,249300
71015202048,843526.3797,483367.5148,245000
71015202056,843526.0896,483289.4227,283600
71015202064,843526.5339,483211.4123,221600
71015202072,843526.1587,483133.0191,224100
71015202080,843526.2895,483055.08,212900
71015202098,843526.1948,482976.6634,226800
71015202105,843526.1458,482898.1225,223700
71015202113,843525.9198,482819.8304,228300
71015202121,843526.1073,482741.7911,229600
71015202139,843525.9109,482664.1977,265400
71015202147,843526.1599,482586.2578,211000
71015202155,843525.8876,482507.94299999997,248300
71015202163,843525.7159,482429.3319,216000
71015202171,843662.0138,482450.6274,189000
71015202189,843775.5223,482454.9384,192000
71015202197,843867.9288,482456.9323,219000
71015202204,843874.1373,482582.8044,269400
71015202212,843785.9763,482574.5348,213800
71015202220,843683.3640000001,482590.2328,263500
71015202238,843656.1194,482682.0395,268000
71015202246,843660.3235,482774.7936,258400
71015202254,843662.3888,482854.9306,265300
71015202262,843662.1604,482930.6509,240800
71015202270,843662.5496,483005.3257,278600
71015202288,843662.3643,483080.2237,201600
71015202296,843662.2984,483154.8188,253600
71015202303,843662.448,483229.9893,245800
71015202311,843662.3078,483305.5108,263100
71015202329,843662.5802,483380.2844,251100
71015202337,843662.5240000001,483455.1542,294300
71015202345,843662.3570000001,483531.3208,253300
71015202353,843662.6437,483607.8402,268800
71015203012,843191.9331,483593.2412,250000
71015203020,843191.0602,483516.6183,205100
71015203038,843190.6895,483438.335,188300
71015203046,843190.8396,483360.0962,199400
71015203054,843190.5156,483282.0678,185200
71015203062,843190.604,483204.3657,209200
71015203070,843190.3408,483126.6268,202200
71015203088,843190.1606,483048.4279,179200
71015203096,843190.2346,482973.0877,192400
71015203103,843190.0816,482894.6356,234700
71015203111,843189.9663,482813.1489,184700
71015203129,843189.8819,482734.7619,197100
71015203137,843189.5911,482656.7439,215400
71015203145,843189.7153,482578.6761,198900
71015203153,843189.4918,482500.6857,185200
71015203161,843188.3584,482420.8556,200500
71015203179,843324.3891,482424.2385,246500
71015203187,843325.9127,482502.0144,204600
71015203195,843325.6345,482580.1831,217000
71015203202,843325.3976,482657.2028,256900
71015203210,843325.6187,482734.9717,249300
71015203228,843325.6115,482813.656,231100
71015203236,843325.6355,482892.3427,246100
71015203244,843325.6955,482971.1171,224900
71015203252,843325.5215,483049.2586,240000
71015203260,843325.6213,483126.8578,244600
71015203278,843325.8123,483204.797,217700
71015203286,843325.6122,483282.5225,222700
71015203294,843325.8727,483360.625,232600
71015203301,843325.6232,483438.7866,218100
71015203319,843325.8932,483516.94200000004,225200
71015203327,843326.1434,483596.0399,222300
71015204010,842992.2146,482412.1007,210000
71015204028,842993.6120000001,482499.2105,180000
71015204036,842994.146,482577.4998,201500
71015204044,842994.1815,482655.5378,195600
71015204052,842994.4522,482733.3334,252100
71015204060,842994.4121,482811.4477,231500
71015204078,842994.6552,482890.38399999996,216900
71015204086,842994.7646,482969.0521,170300
71015204094,842995.1669,483047.4693,195600
71015204101,842995.2758,483125.98600000003,211200
71015204119,842995.4867,483203.4795,207300
71015204127,842995.6666,483280.8249,183700
71015204135,842995.6035,483359.1923,208100
71015204143,842996.2216,483437.6309,220000
71015204151,842996.1649,483513.4234,197000
71015204169,842996.4579,483586.8916,199700
71015204177,842862.0652,483576.3825,290700
71015204185,842861.2266,483492.9722,245900
71015204193,842860.8645,483412.8601,253500
71015204200,842861.0447,483337.4926,252800
71015204218,842860.4253,483267.9318,288600
71015204226,842860.2509,483202.8174,260000
71015204234,842860.3727,483132.7175,251200
71015204242,842860.0258,483057.1683,347500
71015204250,842862.6379999999,482987.0596,255300
71015204268,842864.4061,482917.7636,263900
71015204276,842865.9858,482847.3202,300000
71015204284,842870.5395,482776.3384,353600
71015204292,842868.7827,482699.70399999997,279100
71015204309,842855.5008,482612.6863,302800
71015204317,842795.5824,482559.9733,275400
71015204325,842721.0284,482534.9294,341800
71015204333,842637.6904,482539.5735,225000
71015204341,842781.2226,482412.9085,247000
71015204359,842877.5056,482436.1406,283000
71015205018,842168.9497,482377.9338,239600
71015205026,842236.928,482374.4218,201000
71015205034,842315.4679,482395.1156,253000
71015205042,842429.4991,482400.12899999996,247000
71015205050,842548.9190000001,482405.7486,256000
71015205068,842664.7709,482411.1586,214700
71015205076,842559.5028,482538.315,255300
71015205084,842478.3538,482537.2491,226800
71015205092,842395.3566,482536.1998,292300
71015205109,842312.3903,482535.1283,227100
71015206016,843850.4146,483610.5304,270300
71015206024,843849.9764,483530.4143,234000
71015206032,843849.7195,483451.8513,243000
71015206040,843849.9033,483373.8614,238400
71015206058,843849.8481,483295.9195,216700
71015206066,843850.1809,483217.8571,216400
71015206074,843850.0022,483139.7891,230100
71015206082,843850.1064,483061.4491,235600
71015206090,843850.2084,482983.2615,226500
71015206107,843850.1947,482905.0462,207500
71015206115,843850.2173,482827.5066,252500
71015206123,843853.0194,482749.8086,232900
71015206131,843967.6101,482755.0401,313700
71015206149,843969.6762,482897.5994,421400
71015206165,843998.2388,483031.4523,382100
71015206173,843982.4115,483114.1408,331500
71015206181,843970.9915,483201.811,404400
71015206199,843981.4338,483289.0683,304500
71015206206,843979.0736,483370.9047,448800
71015206214,843989.3101,483470.7178,379600
71015206222,844102.7341,483497.4615,327000
71015206230,844212.4372,483479.1922,365900
71015206248,844228.3833,483373.4736,358500
71015206256,844177.1613,483294.7934,363800
71015206264,844147.411,483220.6,291400
71015206272,844167.8527,483144.6231,338300
71015206280,844262.7904,483224.7085,302100
71015206298,844329.4461,483280.0267,327000
71015206305,844365.2423,483350.1094,267700
71015206313,844355.4026,483430.8132,375600
71015206321,844353.7467,483511.9272,283600
71015206339,844370.0948,483611.3448,294800
71015206347,844274.4519,483608.6471,275000
71015206355,844189.1412,483605.5542,285700
71015206363,844110.8846,483602.95399999997,304500
71015206371,844032.6781,483600.2781,265900
71015206389,843953.4143,483597.2748,253000
71015207014,842533.3564,482694.9525,285300
71015207022,842532.6713,482776.4947,241500
71015207030,842533.4148,482856.2455,255300
71015207048,842532.9239,482933.3475,275400
71015207056,842533.5312,483012.0926,276500
71015207064,842533.5,483091.2787,252900
71015207072,842533.3666,483170.1892,267800
71015207080,842533.5757,483248.9822,298000
71015207098,842534.0268,483327.4012,251800
71015207105,842534.146,483405.5692,245100
71015207113,842534.0902,483483.8788,227700
71015207121,842534.6368,483566.0617,297000
71015207139,842666.9897,483574.2795,255200
71015207147,842666.9588,483494.7048,283700
71015207155,842667.1288,483414.8974,233500
71015207163,842666.9753,483336.8036,277600
71015207171,842666.9353,483258.5132,254200
71015207189,842667.0082,483180.9239,268000
71015207197,842667.0291,483103.04799999995,322700
71015207204,842667.4232,483023.2898,288900
71015207212,842670.0789,482942.0685,236800
71015207220,842671.7322,482863.0327,274000
71015207238,842681.3154,482786.7173,373600
71015207246,842653.6143,482709.5187,290000
71015208012,842338.1597,482693.055,277200
71015208020,842338.7047,482774.4751,285000
71015208038,842338.4416,482853.3317,246100
71015208046,842338.8421,482932.1283,246100
71015208054,842338.353,483010.6339,238300
71015208062,842338.7940000001,483089.5071,243000
71015208070,842338.4472,483168.5642,255800
71015208088,842338.6227,483246.96,235900
71015208096,842338.6844,483325.3504,215900
71015208103,842338.6178,483404.1602,274600
71015208111,842338.365,483482.4426,226200
71015208129,842338.6097,483562.6521,244700
71015208145,842230.9373,482730.9498,341800
71015208153,842149.6292,482731.5324,343500
71015208161,842071.5374,482740.4208,281000
71015208179,841961.7956,482751.7879,306400
71015208187,841869.5469,482695.4348,368700
71015208195,841901.6623,482584.2473,257500
71015208202,841971.4021,482510.61100000003,272400
71015208210,842063.7204,482519.2806,274500
71015208228,842142.4528,482520.4639,336800
71015208236,842225.5843,482521.5953,317300
71015208244,842101.0106,482373.8116,232000
71015208252,842011.6999,482373.8297,222000
71015209010,842172.7942,482136.3701,188000
71015209028,842261.9476,482085.1138,201000
71015209036,842343.1887,482044.1912,261300
71015209044,842436.1168,482004.1132,233200
71015209052,842528.1540000001,481983.6737,367500
71015210017,843971.098,482442.028,267500
71015210025,843970.5928,482524.328,241900
71015210033,843969.0184,482606.3207,287000
71015211015,843621.4407,482246.0105,265600
71015211023,843521.7434,482244.7516,275500
71015211031,843568.809,482145.5475,462200
71015211049,843576.3504,482068.9693,339400
71015211057,843585.3825,481991.9302,291400
71015211065,843589.6524,481914.3446,288500
71015211073,843589.7299,481837.3205,279300
71015211081,843589.8971,481760.3148,320800
71015211099,843590.1078,481683.3132,354900
71015211106,843586.4432,481605.5088,324600
71015211114,843566.1128,481527.3305,331700
71015211122,843555.7273,481451.2733,359100
71015211130,843611.2633,481369.0875,308000
71015211148,843602.5311,481236.4402,348000
71015211164,843436.4385,481238.7468,350800
71015211172,843373.1696,481309.2014,259700
71015211180,843345.4827,481399.6696,375100
71015211205,843249.1862,481398.201,354500
71015212013,843348.8733,482252.5217,264400
71015212021,843351.9381,482160.2491,286300
71015212039,843359.4332,482075.3075,324500
71015212047,843368.8983,481993.3855,337300
71015212055,843373.8559999999,481914.1851,298900
71015212063,843374.0447,481834.1966,306100
71015212071,843374.3217,481754.1914,315200
71015212089,843374.5957,481674.2052,345700
71015212097,843362.1733,481585.6466,365500
71015300909,842174.2594,478542.1277,154300
71015300917,842079.4973,478540.635,127100
71015403018,846373.901,480867.4121,199400
71015403133,846250.0009,480360.5632,223700
71015403141,846306.5111,480428.7817,245900
71015403159,846361.1681,480497.3376,204800
71015403167,846418.4011,480561.2889,257300
71015403175,846478.8713,480614.645,263000
71015403183,846525.6899,480677.1824,261700
71015403191,846511.7434,480758.1089,211000
71015403208,846507.1272,480860.6308,221900
71015403216,846606.6740000001,480923.7242,232500
71015403224,846719.3515,480930.0698,213800
71015403232,846756.6709,480813.9358,227600
71015403240,846735.7931,480707.6239,221400
71015403258,846707.5413,480617.0942,302300
71015403266,846660.5825,480536.508,256500
71015403274,846603.5113,480476.4254,226100
71015403282,846548.5752,480423.1406,231200
71015403290,846496.1032,480367.1749,228000
71015403307,846454.1566,480299.2958,263600
71015405022,845846.2391,480388.1673,192700
71015405030,845845.423,480473.6667,227600
71015405048,845844.9497,480553.99299999996,226100
71015405072,845862.6899,480817.7856,0
71015405080,845780.7182,480816.2245,256400
71015405098,845705.6502,480814.6,291400
71015405105,845630.8144,480815.5692,265600
71015405113,845555.0397,480814.7239,232100
71015405121,845478.3689,480796.3798,290500
71015405139,845405.3639,480770.3474,223600
71015405147,845331.2740000001,480775.3381,272000
71015405155,845251.1235,480786.0617,257900
71015405163,845159.2673,480804.7458,268100
71015405171,845065.0114,480765.0866,210600
71015405189,845094.7716,480675.3531,257600
71015405197,845182.5248,480651.1985,190700
71015405204,845259.5892,480620.9623,215000
71015405212,845331.4670000001,480594.0628,253100
71015405220,845388.4525,480549.6458,199800
71015405238,845468.3483,480486.2116,232200
71015405246,845483.3345,480587.729,233900
71015405254,845518.5158,480677.8195,246300
71015405262,845620.9934,480703.58200000005,250600
71015405270,845719.8068,480669.5265,281700
71015405288,845728.9313,480549.7529,258900
71015405296,845672.2322,480476.73600000003,250500
71015405303,845631.1642,480405.0885,225200
71015405311,845738.0983,480380.4579,267100
71015406012,845860.4817,481007.3533,237700
71015406020,845777.1221,481004.6704,233700
71015406038,845702.7055,481003.0039,249800
71015406046,845629.1274,481001.5878,255600
71015406054,845554.5189,480999.924,287500
71015406062,845478.8427,480998.3048,253000
71015406070,845402.9938,480996.4723,207200
71015406088,845327.3064,480994.8444,261000
71015406096,845247.4323,480993.0781,253100
71015406103,845157.4036,480992.5244,204700
71015406111,845063.7458,480993.1224,225800
71015406129,844963.4465,480981.35,190000
71015406137,844912.4549,480918.5176,290600
71015406145,844902.7835,480793.56200000003,308700
71015406153,844822.6153,480816.7051,256500
71015406161,844795.0296,480893.4758,237900
71015406179,844771.4665,480987.6858,292300
71015407028,845703.5569,480159.0647,231200
71015407036,845627.7057,480210.9644,235300
71015407044,845546.5159,480248.3874,236700
71015407052,845468.685,480285.383,244200
71015407060,845392.1151,480322.5535,279200
71015407078,845315.0351,480359.0799,244000
71015407086,845235.7337,480397.0344,230300
71015407094,845151.4886,480437.3524,284800
71015407101,845072.0809,480475.6493,230300
71015407119,845000.4912,480511.0055,221300
71015407127,844932.2135,480560.8436,221200
71015407135,844860.7847,480592.552,292200
71015407143,844779.9267,480619.9113,324600
71015407151,844698.1615,480655.9284,288000
71016101017,841451.2953,483074.0983,179000
71016101025,841464.8928,482977.5817,196500
71016102049,841258.2441,482622.3947,140500
71016102073,841257.1179,482775.1278,187500
71016102099,841250.2369,482875.2169,141000
71016102106,841249.9299,482949.8201,124000
71016103013,840847.2057,482938.75,160000
71016103021,840768.7919,482945.394,186100
71016103039,840704.4923,482944.4916,200000
71016103047,840606.7540000001,483071.7291,189800
71016103055,840606.0342,483010.9967,185000
71016103063,840605.99,482950.8953,208200
71016103071,840605.5778,482890.6968,210300
71016103089,840605.4043,482831.1209,194500
71016103097,840605.3147,482771.0502,114000
71016103104,840604.9161,482710.6028,179500
71016103112,840604.4584,482650.9287,221800
71016103120,840604.4873,482591.4017,192700
71016103146,840703.0014,482552.536,163000
71016103154,840843.7306,482516.9003,179100
71016103170,840646.0667,482510.4576,171800
71016103188,840738.4756,482675.6957,192500
71016103196,840830.4243,482655.973,243900
71016104011,840293.5851,483073.184,191800
71016104029,840293.0619,483013.2798,150700
71016104037,840292.8008,482953.1118,189200
71016104045,840292.3303,482892.8579,165000
71016104053,840291.9456,482833.1902,187700
71016104061,840291.5040000001,482773.0734,194000
71016104079,840291.1878,482712.9055,213800
71016104087,840290.7776,482653.6496,197000
71016104095,840258.051,482563.4659,157900
71016104102,840323.7696,482558.6949,194900
71016104128,840455.4345,482549.6934,216200
71016104136,840422.2307,482654.7192,229400
71016104144,840422.6743,482714.1238,178900
71016104152,840423.0104,482773.2667,188300
71016104160,840423.4792,482833.2587,188600
71016104178,840423.8856,482891.9011,215000
71016104186,840424.3864,482952.3045,211600
71016104194,840424.6757,483012.4474,166900
71016104201,840425.2287,483072.3013,195000
71016105019,839976.3974,483077.7243,205300
71016105027,839976.1255,483017.7782,210000
71016105035,839975.8538,482957.8321,183200
71016105043,839975.6033,482902.8859,208300
71016105051,839975.3339,482842.9399,201200
71016105069,839975.0385,482777.994,149000
71016105077,839974.7669,482718.0479,145000
71016105085,839941.7315,482618.0077,156000
71016105093,840007.5297,482613.4494,226800
71016105100,840073.3911,482578.9152,166000
71016105118,840139.1682,482574.3814,178000
71016105134,840106.4493,482717.54299999995,184200
71016105142,840106.7254,482777.4514,215000
71016105150,840107.0014,482837.3598,207000
71016105168,840107.2776,482897.2681,185000
71016105176,840107.5536,482957.1765,170000
71016105184,840107.8298,483017.0849,158800
71016105192,840108.1059,483076.9933,181000
71016106017,839849.6443,483205.5335,143500
71016106025,839917.8165,483236.0609,195700
71016106033,839970.2946,483220.534,250000
71016106041,840028.5857,483220.9992,200000
71016106059,840088.0669,483221.1685,198000
71016106067,840148.6404,483221.3547,234000
71016106075,840118.6814,483320.2742,166300
71016106083,840118.8874,483387.1098,167300
71016106116,839956.1877,483389.2654,185000
71016106124,839894.1622,483373.9077,184000
71016106132,839849.3777,483332.8029,207500
71016106140,839804.5117,483292.5711,181800
71016106158,839759.5922,483252.32899999997,149500
71016107015,839547.7275,483480.3245,229700
71016107023,839638.1122,483383.4225,208600
71016107031,839682.4538,483423.4185,199600
71016107049,839726.7178,483463.5624,244400
71016107057,839771.6459,483503.9183,170200
71016107065,839820.9455,483548.2466,234500
71016107073,839729.1995,483645.2674,169100
71016107081,839680.4126,483601.1022,150700
71016107099,839635.8971,483561.0844,210000
71016107106,839591.5505,483520.9468,155300
71016108013,839022.2587,483044.9625,181900
71016108021,839063.5846,483000.17299999995,173000
71016108039,839149.5191,482955.5734,190300
71016108047,839189.723,482992.9497,168600
71016108055,839233.8466,483033.0084,185000
71016108063,839278.7558,483074.3775,189400
71016108071,839324.2107,483116.2489,224000
71016108089,839368.355,483156.8956,219200
71016108097,839411.9299,483197.0529,202400
71016108104,839456.0528,483237.7162,190300
71016108112,839501.6885,483277.3914,190400
71016108120,839550.6503,483312.6249,206000
71016108138,839461.8199,483408.5883,163600
71016108146,839417.6755,483367.9419,187000
71016108154,839373.5422,483327.2869,176300
71016108162,839329.416,483286.6208,153000
71016108170,839285.2926,483245.9581,219700
71016108188,839241.1514,483205.3145,217600
71016108196,839196.2417,483163.9453,243800
71016108203,839151.3387,483122.58200000005,220000
71016108211,839107.1948,483081.9352,65000
71016108229,839107.2061,482916.9411,196100
71016109011,839674.0462,483187.97,192000
71016109029,839630.5933,483157.0511,207200
71016109037,839586.3197,483119.5304,225500
71016109045,839542.1679,483078.8966,162300
71016109053,839498.016,483038.2629,182200
71016109061,839453.8642,482997.6291,156600
71016109079,839529.9956,482935.2337,158800
71016109087,839589.2803,482940.1589,189200
71016109095,839649.9224,482939.0436,152500
71016109102,839709.9218,482938.774,243000
71016109110,839769.9212,482938.5044,188900
71016109128,839829.9206,482938.2347,201500
71016109136,839778.7243,483028.5728,156800
