Parcel,XCoord,YCoord,Total_Assessment
70826410030,786963.4221,474091.4655,222200
70826410048,786890.3948,474096.9352,224400
70826410064,786891.2457,473997.0802,249200
70826410072,786963.6937,473981.2399,249700
70826410080,787045.2679,473958.7653,253600
70826410105,786947.7136,473914.8626,237600
70826410113,786900.1023,473862.3841,275700
70826410121,786995.6044,473802.0411,244800
70826410139,787060.5114,473848.6147,237000
70826410147,787145.3183,473884.4328,233500
70826410155,787115.5912,473807.402,257000
70826410163,787076.0296,473747.9747,243600
70826410189,787162.4531,473698.6609,220000
70826410197,787200.8216,473759.6774,225800
70826410204,787241.9359,473826.2237,252400
70826410212,787318.8715,473798.5281,269400
70826410220,787270.2343,473721.7975,253800
70826410238,787236.2395,473653.7448,232800
70826410254,787310.1422,473610.6349,235900
70826410262,787355.438,473664.1442,234600
70826410270,787389.4996,473720.7088,239100
70826410288,787433.2003,473778.2808,229000
70826410296,787471.8042,473702.3133,237700
70826410303,787520.8863,473641.2212,246100
70826410311,787436.3931,473621.0746,268100
70826410329,787376.7728,473570.75700000004,265200
70826410345,787433.1398,473503.6732,260000
70826410353,787505.0969,473521.3962,233800
70826410361,787572.7334,473540.2523,215000
70826410379,787576.4567,473436.6777,246200
70826410387,787502.3467,473431.4064,224400
70826410395,787429.6483,473423.8395,258800
70826410410,787426.7444,473326.1573,250800
70826410428,787499.3368,473323.5369,250000
70826410436,787573.3327,473322.0827,245200
70826410444,787571.6958,473242.8721,246500
70826410452,787497.7071,473243.8958,239500
70826410460,787424.7322,473238.8097,243900
70826410486,787422.9501,473145.9155,256200
70826410494,787495.7398,473139.4692,220600
70826410501,787569.7178,473137.74700000003,240000
70826410519,787567.7749,473057.987,253800
70826410527,787494.0423,473059.4701,240300
70826410535,787421.1089,473056.3582,248400
70826410551,787419.243,472953.5529,228900
70826410569,787491.0528,472948.6368,231700
70826410577,787560.5755,472949.5457,232200
70827201016,779754.5468,477400.61600000004,316200
70828103013,777526.9395,475145.3762,414000
70828103021,777525.7835,475084.0579,293600
70828103039,777525.0204,475025.0584,330000
70828103047,777524.1,474966.1611,333800
70828104011,777258.7341,474966.7525,335700
70828104029,777259.5393,475026.4914,307800
70828104037,777260.3029,475085.4908,360000
70828104045,777261.4543,475147.7626,343500
70828104053,777359.0671,475146.4982,329500
70828104061,777358.6089,475084.2195,306800
70828104079,777357.8449,475025.2201,299500
70828104087,777357.0412,474966.1631,329800
70828105019,776962.8513,474979.6382,304500
70828105027,777005.2825,475039.61100000003,373400
70828105035,777044.9584,475102.1156,330400
70828105043,777115.0288,475135.72799999994,384700
70828105051,777109.0997,475039.95700000005,327500
70828105069,777091.7288,474967.9533,329100
70828105077,777096.21,474903.4633,0
70828105085,776981.8046,474904.2357,0
70828107015,777130.1343,475284.5283,291200
70828107023,777076.4561,475283.8976,311400
70828107031,777026.6462,475271.1171,315300
70828107049,776980.3607,475246.6273,324500
70828107057,776939.3515,475213.8485,297200
70828107065,776907.6007,475175.0208,282800
70828107073,776879.3803,475138.2307,282700
70828107081,776851.5118,475102.8947,356300
70828107099,776820.8459999999,475060.2074,299500
70828107106,776770.3607,475033.4855,268700
70828107114,776717.8985,475031.8716,272000
70828107122,776668.1725,475033.7414,295000
70828108013,776689.8236,475130.4808,301000
70828108021,776699.0952,475178.7557,330000
70828108039,776713.9251,475227.69200000004,303900
70828108047,776734.9035,475274.1865,276700
70828108055,776761.5538,475316.3061,262300
70828108063,776791.1989,475354.0099,275100
70828108071,776814.7915,475389.9718,267300
70828108089,776836.3888,475427.1922,345800
70828108097,776860.9896,475472.3964,329700
70828109011,776948.2595,475423.79,333800
70828109029,776998.8714,475412.8963,273000
70828109037,777042.9604,475403.052,293300
70828109045,777088.0663,475396.0075,308400
70828109053,777134.9538,475389.3727,295600
70828111016,777560.8319,475280.3553,309100
70828111024,777501.8327,475281.1182,336800
70828111032,777442.8334,475281.8813,334900
70828111040,777383.8342,475282.6444,329900
70828111058,777324.8354,475283.4076,323400
70828111066,777254.7934,475284.5904,333800
70828111074,777255.5059,475373.1724,340100
70828111082,777325.8373,475370.5361,319900
70828111090,777384.9335,475369.1276,320000
70828111107,777443.9522,475368.3197,321600
70828111115,777502.9514,475367.5566,291000
70828111123,777561.9506,475366.7938,318900
70828112014,777542.1690000001,475513.4459,310200
70828112022,777494.8462,475514.4047,301500
70828112030,777449.8475,475514.9869,315300
70828112048,777405.0249,475515.4455,300600
70828112056,777359.2481,475516.1515,255900
70828112064,777312.8568,475518.3992,306800
70828112072,777262.7668,475522.3111,282400
70828112098,777193.6689,475530.0416,275000
70828112105,777143.8498,475537.6662,320000
70828112113,777098.2658,475545.8879,304500
70828112121,777053.1407,475555.3254,320000
70828112139,777003.535,475565.9061,308900
70828113012,776899.313,475575.8481,356500
70828113020,776915.5921,475621.2989,283800
70828113038,776930.7586,475663.6701,274000
70828113046,776962.5474,475714.2343,317100
70828113054,777035.4766,475682.3823,300500
70828113062,777078.4315,475673.6396,303000
70828113070,777123.6679,475664.1962,273700
70828113088,777165.1207,475656.7901,287000
70828113096,777209.0085,475650.03799999994,323100
70828113111,777274.0492,475642.7558,332800
70828113129,777321.8892,475639.0549,262000
70828113137,777367.7678,475636.9155,311200
70828113145,777413.3222,475636.4145,306100
70828113153,777458.4132,475635.8951,262500
70828113161,777503.4125,475635.3133,300000
70828113179,777547.2488,475635.1496,301900
70828115018,777547.036,475889.4441,342700
70828115026,777499.7126,475890.4021,281500
70828115034,777454.7136,475890.9838,294800
70828115042,777408.9948,475891.404,302100
70828115050,777362.1455,475892.2384,266400
70828115068,777315.2665,475895.0803,295000
70828115076,777268.6786,475899.6051,319600
70828115084,777222.1554,475905.8445,309500
70828115092,777175.9856,475913.7479,256400
70828115109,777128.0742,475922.2843,273900
70828115117,777044.017,475933.8415,287500
70828115125,777045.0531,475982.9709,292800
70828115133,777060.2195,476025.3417,289400
70828115141,777077.4688,476070.1744,335300
70828116016,777170.0864,476030.2359,289200
70828116024,777220.6725,476021.1794,266400
70828116032,777267.3459999999,476014.2522,280800
70828116040,777314.0013,476009.2169,280500
70828116058,777360.9055,476006.0514,238400
70828116066,777408.1857,476004.9566,285700
70828116074,777454.1824,476004.50899999996,288700
70828116082,777500.1817,476003.9142,284000
70828116090,777548.4820000001,476003.6311,289300
70828117014,777549.3231,476142.9716,280100
70828117022,777499.6213,476143.9441,271100
70828117030,777451.9366,476144.5611,275000
70828117048,777404.0684,476144.9748,268000
70828117056,777355.4368,476146.5089,281300
70828117064,777306.4489,476150.58200000005,273800
70828117072,777257.4757,476157.0095,292000
70828117080,777203.9128,476165.5941,291000
70828118012,777107.1013,476178.5482,270300
70828118020,777123.4074,476224.1256,292100
70828118038,777138.5734,476266.4946,258600
70828118062,777169.2851,476293.6633,247000
70828118070,777181.4758,476344.3042,249500
70828118088,777233.8511,476288.1634,285800
70828118096,777265.5009,476281.5369,275600
70828118103,777296.2458,476275.3792,278600
70828118111,777327.0382,476270.3,284900
70828118129,777357.934,476266.2941,287000
70828118137,777388.8894,476263.3519,285500
70828118145,777419.8823,476261.4034,277500
70828118153,777450.8705,476260.1155,284000
70828118161,777482.4028,476259.4669,261400
70828118179,777514.2017,476259.7699,261000
70828118187,777545.699,476259.3624,279700
70828118195,777582.2209,476258.8899,288000
70828119010,776358.9188,475041.0219,400000
70828119028,776443.4312,475040.5784,324500
70828119036,776532.6398,475022.8798,333000
70828119044,776532.2936,475093.9978,317200
70828119052,776536.9584,475164.5291,410300
70828119060,776551.6435,475235.7826,327600
70828119078,776575.5828,475304.4816,322300
70828119086,776608.3656,475369.4298,327600
70828119094,776649.3473,475427.7363,359000
70828119101,776689.3265,475486.8951,358800
70828119119,776722.1008,475550.8062,362000
70828119127,776753.5732,475636.0436,343200
70828119135,776776.8289,475701.0124,397400
70828119169,776938.5521,476100.1686,319000
70828119177,776881.0089,476121.1422,276000
70828119185,776823.1877,476141.7243,297500
70828119193,776759.8912,476155.4377,304400
70828119200,776695.9229,476158.7826,275000
70828119218,776615.2475,476158.3467,307700
70828119226,776556.2392,476158.2706,344000
70828119234,776497.2356,476158.2153,338000
70828119242,776438.2319,476158.1602,359700
70828119250,776369.203,476157.2613,282400
70828120017,776364.9207,476314.3359,281000
70828121015,776449.4021,476300.3408,255900
70828121023,776496.7019,476300.7265,267100
70828121031,776541.7047,476300.7685,262500
70828121049,776588.9624,476301.2791,290700
70828122013,776706.0004,476301.7485,283700
70828122021,776754.6065,476299.5168,265000
70828122039,776801.0091,476293.4027,265300
70828122047,776846.7342,476283.4091,278100
70828122055,776893.0377,476268.2423,260000
70828123011,776974.0193,476223.5623,267000
70828123029,776990.3632,476267.8844,265000
70828123037,777005.5294,476310.2539,275000
70828123061,777000.3318,476350.8092,244300
70828123079,777023.5269,476399.4137,245900
70828301021,774286.3626,472546.4801,492300
70828301120,774607.5946,472680.3233,100
70828301138,774655.9335,472646.495,800
70828301154,774756.2457,472563.292,100
70828301162,774795.9341,472508.0392,100
70828301170,774823.8746,472451.0862,100
70828301203,773683.4613,472826.2485,618900
70828301211,774557.8619,472714.3727,100
70828301229,774506.2751,472751.8324,100
70828301245,774402.1878,472869.4555,20200
70828302061,774012.6121,474506.412,15300
70828302079,773956.0642,474527.6961,15300
70828302087,773903.8695,474558.1258,15200
70828302095,773854.622,474601.1076,17100
70828302102,773803.1329999999,474648.7432,17000
70828302110,773755.323,474692.7737,15100
70828302128,773709.5053,474735.14,16200
70828302136,773657.5962,474772.3467,16500
70828302144,773600.4583,474801.326,16300
70828302152,773540.2156,474824.9725,86900
70828302160,773469.0261,474849.55,107400
70828305023,774631.2812,474434.4323,354100
70828305031,774659.3531,474380.3427,310800
70828305049,774685.7064,474327.5552,334400
70828305057,774730.0709,474096.744,114500
70828305065,774730.2392,474031.7441,71000
70828305073,774730.4074,473966.7444,370000
70828305081,774730.5757,473901.7446,181000
70828305099,774730.7440000001,473836.7449,71000
70828305106,774745.7359,473754.6088,75500
70828305114,774678.4579,473754.1092,71000
70828305122,774613.458,473753.9409,428400
70828305130,774367.7590000001,473888.6107,12100
70828305148,774368.3718,473953.6079,12100
70828305156,774368.9848,474018.605,12100
70828305164,774369.5976,474083.6021,12100
70828305172,774370.2105,474148.5992,12100
70828305180,774370.8235,474213.5963,12100
70828306013,774753.3628,474474.119,267000
70828306021,774782.9905,474490.9877,258700
70828306039,774810.4846,474505.2609,211600
70828306047,774839.738,474517.8745,211600
70828306055,774869.5415,474529.1269,165000
70828306063,774899.8319,474538.9937,165000
70828306071,774930.5447,474547.4544,58800
70828306089,774961.6149,474554.4906,58800
70828306097,774992.9762,474560.0878,279900
70828306104,775024.5621,474564.2339,279900
70828306112,775056.3056,474566.9198,274900
70828306120,775088.1391,474568.1402,274900
70828306138,775119.9951,474567.8924,274900
70828306146,775151.8058,474566.177,274900
70828306154,775183.5036,474562.9973,274900
70828306162,775215.0213,474558.3604,287300
70828306170,775246.2919,474552.2761,269900
70828306188,775277.2487,474544.7572,272400
70828306196,775307.8261,474535.8196,269900
70828306203,775337.9594,474525.4828,271000
70828306211,775367.5842,474513.7681,276100
70828306229,775399.4435,474494.4394,272600
70828307011,774812.332,474367.7461,324900
70828307029,774856.1508,474389.8878,287400
70828307037,774900.8798,474406.7937,322600
70828307045,774946.0791,474420.5796,287900
70828307053,774992.2756,474430.7969,365100
70828307061,775039.1696,474437.3667,318000
70828307079,775086.4547,474440.2382,309900
70828307087,775133.8206,474439.3899,279800
70828307095,775180.9562,474434.8296,311400
70828307102,775227.5528,474426.5939,299900
70828307110,775273.3077,474414.7487,339900
70828307128,775317.8775,474399.4165,289700
70828307136,775363.9615,474378.4013,333200
70828309017,774886.6026,474119.7667,140600
70828309025,774962.5387,474110.8458,187100
70828309033,775021.5385,474110.9986,64900
70828309041,775080.5384,474111.1513,64900
70828309059,775139.5382,474111.304,64900
70828309067,775198.5379,474111.4569,240300
70828309075,775257.5377,474111.6095,64900
70828309083,775336.6488,474128.595,328900
70828309091,775337.1553,474066.3156,352000
70828309108,775337.0245,473999.5372,385200
70828309116,775257.7966,474011.6099,111400
70828309124,775198.7969,474011.4572,305400
70828309132,775139.7972,474011.3044,64900
70828309140,775080.7973,474011.1516,341500
70828309158,775021.7974,474010.9988,64900
70828309166,774962.7977,474010.8461,284700
70828309174,774885.1909,473993.3712,310100
70828309182,774884.6809,474055.1441,313600
70828310014,774886.9951,473871.4332,328000
70828310022,774972.1997,473854.87,113000
70828310030,775042.7012,473855.0525,323700
70828310048,775112.7011,473855.2337,76000
70828310056,775182.7008,473855.4149,76000
70828310064,775252.7005,473855.5961,339500
70828310072,775337.3115,473872.5958,350300
70828310080,775337.818,473810.3164,359400
70828310098,775337.6873,473743.5381,384900
70828310105,775252.9594,473755.5965,386900
70828310113,775182.9597,473755.4152,369900
70828310121,775112.9599,473755.234,441900
70828310139,775042.9601,473755.0528,402000
70828310147,774972.4585,473754.8703,364900
70828310155,774887.2925,473742.37200000003,80500
70828310163,774886.816,473809.1488,308900
70828311020,775492.8622,474179.719,386700
70828311038,775493.0151,474120.7193,399000
70828311046,775493.1678,474061.7195,384900
70828311054,775493.6596,473997.4413,433500
70828311062,775572.7956,474012.4254,359900
70828311070,775631.7955,474012.5781,377900
70828311088,775690.7952,474012.7309,391100
70828311096,775749.7949,474012.8837,368200
70828311103,775808.7948,474013.0364,402400
70828311111,775867.816,474013.1464,339400
70828311129,775934.4973,474014.2018,348100
70828311137,775997.3921,473984.1626,324700
70828311145,776063.0059,473946.1029,314600
70828311153,776119.062,473899.5081,306000
70828311161,776128.5567,473824.2507,301000
70828311179,776125.9515,473755.5554,274300
70828311187,776124.0594,473691.4083,309600
70828312010,775494.0017,473873.0016,303200
70828312028,775576.1995,473856.4337,352000
70828312036,775641.1993,473856.6018,353200
70828312044,775706.199,473856.7703,349000
70828312052,775771.1988,473856.9385,352700
70828312060,775836.1987,473857.1068,375000
70828312078,775909.2923,473857.3031,337900
70828312086,775955.085,473800.9166,347700
70828312094,775945.2177,473734.9064,290000
70828312101,775854.4577,473757.1533,402900
70828312119,775785.4576,473756.9751,359000
70828312127,775716.4579,473756.7965,428900
70828312135,775647.4582,473756.6178,425100
70828312143,775578.4583,473756.4392,367900
70828312151,775494.2940000001,473743.9435,385000
70828312169,775493.8175,473810.7203,329900
70828313109,774269.7816,472972.3607,16700
70828314016,774392.3616,473470.0851,402400
70828314024,774432.7618,473527.7875,206800
70828314032,774491.6604,473566.8327,387100
70828314040,774560.3589,473580.177,88500
70828314058,774629.777,473577.9825,390600
70828314066,774698.7767,473578.1611,343200
70828314074,774767.7766,473578.3398,339800
70828314090,775249.775,473579.5877,429000
70828314107,775314.7747,473579.7559,394100
70828314115,775379.7744,473579.9242,387700
70828314123,775444.7742,473580.0925,391600
70828314131,775509.7741,473580.2608,439900
70828314149,775574.7738,473580.4291,418500
70828314157,775639.7735,473580.5974,403900
70828314165,775704.7734,473580.7656,429900
70828314173,775769.7733,473580.9338,355500
70828314181,775834.7729999999,473581.1022,544500
70828314199,775900.5369,473587.9284,349400
70828314206,775964.6903,473567.6992,404900
70828314214,776026.1051,473529.3322,417000
70828314503,774627.3997,472888.1082,100
70828314529,774559.4948,473004.2269,100
70828314537,774492.887,473027.8135,100
70828314545,774442.4319,473073.0265,1200
70828314553,774403.5146,473126.9086,23000
70828314595,774335.5622,473323.7611,20600
70828316012,775037.1506,472381.5803,100
70828316020,775021.7344,472457.5135,100
70828316038,775000.8901,472517.4609,100
70828316062,774903.3462,472680.6839,100
70828316070,774865.4687,472724.9855,100
70828316096,774735.7903,472788.6047,100
70828316111,774856.7332,472840.596,100
70828316137,774961.58,472780.2897,100
70828320013,773695.4664,474488.6359,18900
70828321011,774215.7956,474329.32899999997,13400
70828321029,774215.322,474267.20200000005,12200
70828321037,774214.7657,474208.2046,12200
70828321045,774214.2094,474149.2073,12200
70828321053,774213.6529999999,474090.2099,12200
70828321061,774213.072,474031.2007,12200
70828321079,774211.9661,473972.1467,12300
70828321087,774210.74,473917.1753,10700
70828321095,774209.1027,473859.8672,13400
70828401037,776720.3815,474871.0192,0
70828401053,776798.688,474876.1048,0
70828401095,776733.9832,474688.604,0
70828403017,776948.6590000001,474798.9634,0
70828403041,777082.5029,474797.2325,0
70828403059,777126.353,474796.6655,0
70828404031,777042.5742,474471.2216,0
70828404057,777124.5673,474470.1612,0
70828404065,777165.5639,474469.6311,0
70828404073,777202.5609,474469.1525,0
70828405013,776945.8676,474340.9254,0
70828405039,777040.8591,474338.5892,0
70828405071,777220.9175,474335.6664,0
70828406053,777255.9433,474724.8472,0
70828406061,777256.6527,474779.7061,0
70828406087,777258.4021,474902.3541,0
70828423015,776939.8420000001,474106.9919,0
70828423049,777076.8577,474106.4608,0
70828423065,777158.8509999999,474105.4003,0
70828423073,777201.7579999999,474106.2592,0
70829102014,773348.7136,477189.9431,367500
70829102022,773412.7105,477188.9047,296900
70829102030,773474.7102,477188.7548,352600
70829102048,773539.7099,477188.5974,350000
70829102056,773604.7096,477188.4402,346000
70829102064,773667.8623,477188.2763,346000
70829102072,773734.6657,477187.8772,360600
70829102080,773796.6716,477187.2976,386600
70829102098,773855.67,477186.7461,427600
70829102105,773914.2682,477187.1745,408100
70829102113,773982.0211,477199.5888,418000
70829102121,774148.6298,477191.2248,417000
70829102139,774109.4114,477077.191,439400
70829102147,774011.5891,476990.6312,385000
70829102155,773940.4761,476965.5975,350000
70829102163,773883.6366,477024.7877,385600
70829102171,773822.3109,477024.5185,408900
70829102189,773855.3756,476932.91299999994,346000
70829102197,773832.5844,476859.9004,352800
70829102204,773778.4090000001,476809.4854,361000
70829102212,773727.7207,476765.7544,440000
70829102220,773664.1625,476741.5512,355500
70829102238,773630.4661,476692.52200000006,336000
70829102246,773577.4494,476669.0484,427000
70829102254,773508.6518,476665.1801,389100
70829102262,773450.0979,476624.3809,324000
70829102270,773524.5306,476567.8246,355000
70829102288,773596.2288,476529.7202,327600
70829102296,773601.7877,476454.0701,421300
70829102303,773606.9566,476385.1945,335200
70829102311,773609.5685,476317.2667,399200
70829102329,773605.3349,476253.8789,332000
70829102337,773604.858,476194.8809,402600
70829102345,773604.3812,476135.8829,341000
70829102353,773603.9044,476076.885,314000
70829102361,773603.4277,476017.8871,325000
70829102379,773603.8618,475956.2148,319000
70829103012,773378.485,476768.4819,359000
70829103020,773366.1029,476821.6215,289900
70829103038,773363.7588,476867.6257,311000
70829103046,773365.5431,476913.0412,313000
70829103054,773365.6518,476958.0409,307000
70829103062,773365.7607,477003.0408,286000
70829103070,773367.1109,477050.0315,300500
70829103088,773477.2638,477004.5188,329000
70829103096,773541.5846,477008.0251,344000
70829103103,773602.1193,477024.6004,328000
70829103111,773683.7059,477036.0499,0
70829103129,773679.3896,476960.5828,325000
70829103137,773618.1279,476910.8691,397800
70829103145,773551.5107,476876.5071,425000
70829103153,773481.7261,476860.4196,383000
70829104010,772992.0962,477044.9653,299000
70829104028,772991.5976,476999.98799999995,292000
70829104036,772991.2382,476958.9897,291000
70829104044,772990.8434,476913.9915,324000
70829104052,772990.4838,476872.9931,352000
70829104060,772990.1243,476831.9948,335000
70829104078,772989.7296,476786.9967,347900
70829104086,772989.37,476745.9982,373600
70829104094,772989.0104,476704.9999,379300
70829104101,772988.6159,476660.0017,314000
70829104119,772988.2213,476615.0036,330000
70829104127,772987.3107,476566.7039,348000
70829104135,772863.733,476566.7029,309900
70829104143,772863.7153,476614.8442,360000
70829104151,772864.1099,476659.8424,359300
70829104169,772864.5046,476704.8406,302100
70829104177,772864.8642,476745.8389,319200
70829104185,772865.2238,476786.8373,316000
70829104193,772865.6184,476831.8354,301000
70829104200,772865.978,476872.8338,282000
70829104218,772866.3377,476913.8321,304400
70829104226,772866.7323,476958.8303,304000
70829104234,772867.0918,476999.8287,292000
70829104242,772867.9967,477044.8131,300600
70829105018,772712.1437,477044.8119,319000
70829105026,772712.0829,476999.4606,291000
70829105034,772711.7235,476958.4623,301800
70829105042,772711.3287,476913.4641,304000
70829105050,772710.9691,476872.4657,284000
70829105068,772710.6096,476831.4674,320000
70829105076,772710.215,476786.4692,324000
70829105084,772709.8553,476745.4709,335000
70829105092,772709.4957,476704.4725,284000
70829105109,772709.1011,476659.4744,318000
70829105117,772708.7064,476614.4762,282000
70829105125,772707.8364,476567.2053,320000
70829105133,772587.7521,476568.2586,319900
70829105141,772587.7113,476615.5374,326000
70829105159,772588.1058,476660.5355,342300
70829105167,772588.5006,476705.5337,285800
70829105175,772588.8602,476746.5321,299900
70829105183,772589.2197,476787.5305,319800
70829105191,772589.6144,476832.5286,336600
70829105208,772589.9741,476873.5269,287700
70829105216,772590.3336,476914.5253,310400
70829105224,772590.2316,476959.6627,338000
70829105232,772586.6553,477000.9084,324500
70829105240,772578.9890000001,477046.115,364800
70829106016,772428.5265,476971.1563,330500
70829106024,772427.6823,476897.9512,334100
70829106032,772427.1649,476838.9536,328800
70829106040,772426.6211,476776.9561,409100
70829106058,772426.0512,476711.9587,354900
70829106066,772425.4811,476646.9613,415200
70829106074,772424.5634,476579.6676,451700
70829107014,772423.4174,476451.273,337200
70829107022,772423.3043,476388.936,308200
70829107030,772424.2825,476329.7797,363300
70829107048,772425.8433,476270.7702,350500
70829107056,772426.6326,476211.9217,323000
70829107064,772426.1484,476152.9374,273900
70829107072,772425.6308,476093.9398,366800
70829107080,772425.1133,476034.9422,398900
70829107098,772424.5959,475975.9446,391300
70829107105,772424.0785,475916.9471,382200
70829107113,772423.5611,475857.9495,398100
70829107121,772422.668,475793.6387,405500
70829108012,772613.2892,475776.7184,379000
70829108020,772608.5039,475850.6771,319400
70829108038,772609.0215,475909.6748,229200
70829108046,772609.5389,475968.6724,311500
70829108054,772610.0563,476027.6701,372400
70829108062,772610.5737,476086.6677,270000
70829108070,772611.0999,476146.6653,331000
70829108088,772611.6153,476207.6709,305700
70829108096,772610.9167,476268.8353,323700
70829108103,772609.3314,476328.8368,320000
70829108111,772608.3113,476387.7298,242500
70829108129,772609.1128,476449.8623,318600
70829108137,772708.0358,476423.9752,321900
70829108145,772767.0334,476423.4577,403100
70829108153,772826.0309,476422.9402,327000
70829108161,772885.0285,476422.4228,361700
70829108179,772943.9756,476421.7487,344000
70829108187,773002.9351,476420.3865,349700
70829108195,773068.1548,476417.1867,348000
70829108202,773139.9113,476421.3448,330000
70829108210,773201.6183,476446.2446,322000
70829108228,773253.8991,476484.5352,326000
70829108236,773313.9428,476525.2727,349100
70829108244,773359.1053,476441.9899,306000
70829108252,773379.0236,476379.9609,385200
70829108260,773388.365,476317.5606,356000
70829108278,773385.6587,476251.8696,335600
70829108286,773298.1249,476317.1893,394000
70829108294,773232.5847,476306.4083,485300
70829108301,773161.9958,476290.4935,494000
70829108319,773092.8489,476290.7428,460900
70829108327,773023.8391,476291.3185,438000
70829108335,772937.3753,476297.5747,415700
70829108343,772823.5369,476287.2918,404800
70829108351,772757.2549,476223.2941,520000
70829108369,772746.1041,476113.6764,505500
70829108377,772748.0638,476027.2101,421900
70829108385,772749.4318,475955.8789,370000
70829108393,772748.8266,475886.8816,489500
70829108400,772748.2149,475817.8873,395400
70829108418,772740.3342,475736.1231,108800
70829109010,772836.3726,475619.2621,89500
70829109028,772930.5978,475662.916,111900
70829109036,772938.9103,475772.5788,105200
70829109044,772937.0738,475857.2776,97300
70829109052,772937.7667,475936.2744,333400
70829109060,772938.4774,476015.2597,392000
70829109078,772949.5051,476100.0209,364000
70829109086,773054.1170000001,476119.4754,435000
70829109094,773053.651,476036.6237,415000
70829109101,773052.9494,475956.62700000004,449000
70829109119,773052.2478,475876.6302,409900
70829109127,773051.5462,475796.6333,414000
70829109135,773050.8446,475716.6366,416000
70829109143,773053.8782,475625.8164,159200
70829109151,773033.7719,475529.6153,533100
70829109169,772976.8319,475447.3695,449900
70829109177,772927.6721,475506.7517,389900
70829109185,772883.8551,475560.0532,78000
70829110017,773062.2598,475341.7705,354500
70829110025,773172.5467,475368.893,221800
70829110033,773231.9984,475423.2667,400800
70829110041,773243.192,475519.1336,467100
70829110059,773238.363,475603.9411,99700
70829110067,773239.012,475677.9382,418000
70829110075,773239.6611,475751.9352,99700
70829110083,773240.31,475825.9321,396000
70829110091,773240.959,475899.929,436600
70829110108,773241.6079,475973.9261,429900
70829110116,773242.257,476047.9232,450100
70829110124,773243.2412,476124.3436,404000
70829110132,773377.0503,476124.9125,323000
70829110140,773377.3494,476057.8867,416000
70829110158,773376.7792,475992.8893,370200
70829110166,773376.2091,475927.89200000005,347300
70829110174,773375.6392,475862.8946,335000
70829110182,773375.069,475797.8973,339000
70829110190,773374.4990000001,475732.8998,334000
70829110207,773373.9289,475667.9025,379000
70829110215,773373.3588,475602.9052,360000
70829110223,773372.7887,475537.9078,330000
70829110231,773374.1237,475471.9433,333000
70829110249,773366.6523,475405.8728,370000
70829110257,773342.9235,475339.7005,422800
70829110265,773325.3624,475258.7941,328000
70829110273,773250.8164,475262.0905,368900
70829110281,773182.8594,475266.9408,80700
70829110299,773115.0747,475291.6134,83200
70829111015,772618.4229,475605.474,489100
70829111023,772678.3054,475551.7802,412900
70829111031,772723.6654,475495.0874,190000
70829111049,772767.4825,475441.7859,419100
70829111057,772811.2996,475388.4845,141800
70829111065,772855.1166,475335.18299999996,378500
70829111073,772898.9337,475281.8816,473200
70829111081,772944.3309,475223.77200000006,439300
70829111099,773000.4583,475167.43299999996,491400
70829111106,773086.0685,475125.6514,501200
70829111114,773159.2075,475107.7351,518900
70829111122,773231.7171,475103.1221,212600
70829111130,773303.4514,475095.7176,397000
70829111172,773302.8591,474857.16299999994,98000
70829111180,773245.6838,474851.8975,71300
70829111198,773200.1841,474851.7364,71300
70829111205,773153.4343,474851.5709,73800
70829111213,773105.4348,474851.4,73800
70829111221,773058.685,474851.2327,71300
70829111239,773013.1853,474851.0707,13500
70829111247,772966.4356,474850.9053,14000
70829111255,772918.4359,474850.7342,14000
70829111263,772871.6862,474850.5679,13500
70829111271,772826.1865,474850.4059,13500
70829111289,772779.4368,474850.2391,14000
70829112013,773566.0482,475808.0558,336000
70829112021,773564.5778,475741.1009,365000
70829112039,773564.0077,475676.1036,318000
70829112047,773563.4377,475611.1061,365000
70829112055,773562.8676,475546.1089,317000
70829112063,773563.1446,475479.3768,402000
70829112071,773556.6926,475411.3933,390600
70829112089,773542.4688,475343.4637,398600
70829112097,773518.8447,475280.2432,407000
70829112104,773491.9171,475218.8078,447600
70829405012,773010.3441,474660.9272,10200
70829405020,773052.1329,474661.5888,50400
70829405038,773088.6326,474661.7188,45900
70829405046,773122.1324,474661.8381,45900
70829405054,773158.7038,474661.6678,50600
70829405062,773198.4319,474658.955,52300
70829405070,773238.1496,474652.4074,56200
70829405088,773285.4928,474651.3041,75700
70829406010,773005.6807,474535.9222,11100
70829406028,773051.9283,474538.4689,9300
70829407018,772983.9301,474402.8907,12000
70829407026,772958.2687,474357.8821,9600
70829409022,773385.628,474478.4435,14000
70829409030,773421.4832,474528.8077,80900
70829409048,773451.9473,474586.4092,85600
70829409056,773484.219,474651.8739,95900
70829409064,773595.7722,474606.3581,14500
70829409072,773561.6959,474551.8765,12400
70829409080,773531.645,474501.0795,12400
70829410110,773263.266,474310.6043,13200
70829413073,772777.9008,473699.4572,14800
70829413114,772905.168,473445.8172,13500
70829414047,772925.3243,473805.5002,10500
70829414055,772935.5585,473758.2268,10500
70829414104,773017.1587,473563.0694,10100
70829414112,773045.8656,473517.1787,12200
70833101028,777593.9523,469703.6384,936000
70833101036,777603.7176,469816.2242,575800
70833101044,777613.9240000001,469929.4432,729800
70833101052,777642.8335,470077.227,709100
70833101060,777824.6739,470120.5175,567500
70833101078,777951.2975,470137.3797,548900
70833101086,778069.0025,470160.8309,562700
70833101094,778186.7072,470184.2818,582400
