Parcel,Latitude,Longitude
71002410018,43.09566200455498,-89.27392144154501
71002410026,43.095479789018,-89.27393097729758
71002410034,43.095273475065845,-89.2738797780604
71002410042,43.09526866981772,-89.27411042784064
71002410050,43.09526604836657,-89.27434055536102
71002410068,43.09547285010836,-89.27428294602859
71002410076,43.09565292641562,-89.27427369301189
71002410125,43.09583285739849,-89.2742702317685
71002410133,43.09601058456621,-89.27426437514517
71002410141,43.09618329580029,-89.27425868783479
71002410159,43.09635463983966,-89.27425187553084
71002410167,43.0963089772349,-89.2739716922225
71002410175,43.09630035903958,-89.2736744023068
71002410183,43.09614691518584,-89.27376287228252
71002410191,43.096017712800695,-89.27390510649832
71002410208,43.09584175641124,-89.2739281402927
71002411016,43.09563478083144,-89.27483537949266
71002411024,43.0954582743214,-89.27484448256367
71002411032,43.09525841015506,-89.27479343814566
71002411040,43.09525354792267,-89.2750244840136
71002411058,43.095252728178444,-89.27525307335593
71002411066,43.09545770214721,-89.27519672316451
71002411074,43.095632130752406,-89.27518719809605
71002411082,43.095805814941286,-89.27518735837597
71002411090,43.09598457348046,-89.27520073193135
71002411107,43.095994489900036,-89.27483754590551
71002411115,43.09581702623633,-89.27483497929622
71002411123,43.09615644092249,-89.27522575414028
